vessel_id,timestamp,lat,lon,speed_knots,heading_deg,linked_slick_id
371578317,2026-08-24T03:39:00Z,9.7379,75.49474,7.9,45.9,SLK-0064
371578317,2026-08-24T03:54:00Z,9.76363,75.5268,8.5,51.3,SLK-0064
371578317,2026-08-24T04:09:00Z,9.78069,75.55072,8.5,48.0,SLK-0064
371578317,2026-08-24T04:24:00Z,9.80824,75.5707,7.7,50.7,SLK-0064
371578317,2026-08-24T04:39:00Z,9.82774,75.59718,8.2,45.3,SLK-0064
371628314,2026-08-03T19:39:43Z,10.29536,76.26196,11.799999999999999,71.0,
371628314,2026-08-03T19:59:43Z,10.31733,76.3212,11.0,63.8,
371628314,2026-08-03T20:19:43Z,10.3393,76.38044,12.2,68.3,
371628314,2026-08-03T20:39:43Z,10.36127,76.43968,10.299999999999999,71.0,
371628314,2026-08-03T20:59:43Z,10.38324,76.49892,10.399999999999999,63.3,
371628314,2026-08-03T21:19:43Z,10.40522,76.55816,10.399999999999999,70.1,
371628314,2026-08-03T21:39:43Z,10.42719,76.6174,10.299999999999999,71.6,
371628314,2026-08-03T21:59:43Z,10.44916,76.67664,10.899999999999999,66.7,
371628314,2026-08-03T22:19:43Z,10.47113,76.73588,10.7,75.2,
371628314,2026-08-03T22:39:43Z,10.4931,76.79512,10.7,61.5,
371628314,2026-08-03T22:59:43Z,10.51507,76.85436,11.0,76.8,
371639208,2026-08-25T08:59:20Z,9.83223,75.60021,13.6,139.5,SLK-0062
371639208,2026-08-25T09:14:20Z,9.7832,75.64137,13.4,136.9,SLK-0062
371639208,2026-08-25T09:29:20Z,9.74219,75.67887,13.1,138.9,SLK-0062
371639208,2026-08-25T09:44:20Z,9.69673,75.71546,13.299999999999999,137.9,SLK-0062
371639208,2026-08-25T09:59:20Z,9.65373,75.74569,14.0,140.1,SLK-0062
371639208,2026-08-25T10:14:20Z,9.60896,75.78163,13.7,147.5,SLK-0062
371679121,2026-07-27T20:39:18Z,9.59313,75.95884,10.8,102.4,
371679121,2026-07-27T20:59:18Z,9.58308,76.0189,10.0,92.6,
371679121,2026-07-27T21:19:18Z,9.57303,76.07896,11.3,91.8,
371679121,2026-07-27T21:39:18Z,9.56297,76.13901,11.0,107.4,
371679121,2026-07-27T21:59:18Z,9.55292,76.19907,10.0,100.0,
371679121,2026-07-27T22:19:18Z,9.54287,76.25913,9.8,101.3,
371679121,2026-07-27T22:39:18Z,9.53282,76.31919,11.8,103.8,
371711671,2026-06-10T19:23:00Z,9.37097,76.2066,5.4,345.2,SLK-0011
371711671,2026-06-10T19:38:00Z,9.39263,76.19727,5.1000000000000005,341.0,SLK-0011
371711671,2026-06-10T19:53:00Z,9.41957,76.19503,4.9,343.1,SLK-0011
371711671,2026-06-10T20:08:00Z,9.43765,76.18562,5.9,338.2,SLK-0011
371711671,2026-06-10T20:23:00Z,9.45426,76.17792,4.7,337.8,SLK-0011
371711671,2026-06-10T20:38:00Z,9.47349,76.16443,5.1000000000000005,342.8,SLK-0011
371769735,2026-08-29T17:41:39Z,9.4904,75.90977,5.199999999999999,12.3,SLK-0061
371769735,2026-08-29T17:56:39Z,9.51759,75.91006,5.3999999999999995,10.3,SLK-0061
371769735,2026-08-29T18:11:39Z,9.53961,75.91262,5.3,8.6,SLK-0061
371769735,2026-08-29T18:26:39Z,9.56311,75.91746,5.699999999999999,6.0,SLK-0061
371769735,2026-08-29T18:41:39Z,9.58177,75.92027,5.699999999999999,6.0,SLK-0061
371778485,2026-08-05T10:23:33Z,9.34424,76.05236,16.1,356.2,SLK-0092
371778485,2026-08-05T10:38:33Z,9.40861,76.05076,16.900000000000002,354.3,SLK-0092
371778485,2026-08-05T10:53:33Z,9.48322,76.04608,15.700000000000001,359.2,SLK-0092
371778485,2026-08-05T11:08:33Z,9.54891,76.03824,16.6,358.6,SLK-0092
371778485,2026-08-05T11:23:33Z,9.61876,76.03885,16.3,0.9,SLK-0092
371795137,2026-07-14T14:07:23Z,9.39035,76.47022,6.8999999999999995,27.9,SLK-0085
371795137,2026-07-14T14:22:23Z,9.41292,76.48058,7.1,28.2,SLK-0085
371795137,2026-07-14T14:37:23Z,9.43123,76.4935,6.2,29.4,SLK-0085
371795137,2026-07-14T14:52:23Z,9.45609,76.50305,6.8999999999999995,24.5,SLK-0085
371795137,2026-07-14T15:07:23Z,9.48592,76.52125,6.2,25.8,SLK-0085
371932149,2026-06-15T12:43:02Z,9.91832,76.3602,4.2,326.3,SLK-0076
371932149,2026-06-15T12:58:02Z,9.9398,76.35293,5.0,326.6,SLK-0076
371932149,2026-06-15T13:13:02Z,9.95309,76.34138,5.0,327.2,SLK-0076
371932149,2026-06-15T13:28:02Z,9.9714,76.33157,5.1000000000000005,324.8,SLK-0076
371932149,2026-06-15T13:43:02Z,9.98348,76.3186,5.4,324.8,SLK-0076
371932149,2026-06-15T13:58:02Z,10.00281,76.30595,5.0,324.8,SLK-0076
371932149,2026-06-15T14:13:02Z,10.01667,76.28997,5.3,326.6,SLK-0076
371932149,2026-06-15T14:28:02Z,10.03957,76.28029,5.0,327.2,SLK-0076
412052330,2026-06-30T00:57:27Z,10.22316,76.33724,16.5,314.0,
412052330,2026-06-30T01:17:27Z,10.27917,76.26553,17.2,309.2,
412052330,2026-06-30T01:37:27Z,10.33519,76.19382,15.899999999999999,311.3,
412052330,2026-06-30T01:57:27Z,10.3912,76.12212,17.2,312.6,
412052330,2026-06-30T02:17:27Z,10.44721,76.05041,16.0,308.9,
412052330,2026-06-30T02:37:27Z,10.50323,75.9787,15.799999999999999,311.6,
412052330,2026-06-30T02:57:27Z,10.55924,75.90699,15.6,314.1,
412052330,2026-06-30T03:17:27Z,10.61525,75.83529,16.0,302.5,
412052330,2026-06-30T03:37:27Z,10.67127,75.76358,16.7,309.7,
412052330,2026-06-30T03:57:27Z,10.72728,75.69187,16.8,314.0,
412052330,2026-06-30T04:17:27Z,10.78329,75.62016,16.599999999999998,307.8,
412052330,2026-06-30T04:37:27Z,10.83931,75.54846,15.5,302.6,
412112849,2026-08-24T00:31:27Z,10.12134,76.06514,15.9,192.1,
412112849,2026-08-24T00:51:27Z,10.03492,76.04899,16.6,185.2,
412112849,2026-08-24T01:11:27Z,9.9485,76.03283,16.7,188.7,
412112849,2026-08-24T01:31:27Z,9.86207,76.01668,15.5,194.3,
412112849,2026-08-24T01:51:27Z,9.77565,76.00053,16.7,190.9,
412112849,2026-08-24T02:11:27Z,9.68923,75.98438,16.0,196.0,
412112849,2026-08-24T02:31:27Z,9.60281,75.96822,15.8,184.5,
412112849,2026-08-24T02:51:27Z,9.51639,75.95207,14.8,190.6,
412231203,2026-06-29T21:29:11Z,9.86614,75.84466,4.5,176.1,SLK-0034
412231203,2026-06-29T21:44:11Z,9.84784,75.85084,4.3999999999999995,174.8,SLK-0034
412231203,2026-06-29T21:59:11Z,9.83732,75.84893,4.8,175.9,SLK-0034
412231203,2026-06-29T22:14:11Z,9.81328,75.85466,3.6999999999999997,173.9,SLK-0034
412231203,2026-06-29T22:29:11Z,9.80177,75.85058,4.8,175.1,SLK-0034
412231203,2026-06-29T22:44:11Z,9.7792,75.85808,3.8,179.6,SLK-0034
412231203,2026-06-29T22:59:11Z,9.76052,75.86235,4.3,170.0,SLK-0034
412231203,2026-06-29T23:14:11Z,9.74672,75.85753,4.1,177.3,SLK-0034
412231203,2026-06-29T23:29:11Z,9.73264,75.8559,4.699999999999999,177.4,SLK-0034
412277689,2026-06-02T22:09:47Z,10.03493,76.32231,16.900000000000002,300.7,
412277689,2026-06-02T22:29:47Z,10.07521,76.23482,17.6,301.8,
412277689,2026-06-02T22:49:47Z,10.11549,76.14733,17.3,289.5,
412277689,2026-06-02T23:09:47Z,10.15577,76.05984,17.6,291.2,
412277689,2026-06-02T23:29:47Z,10.19604,75.97235,17.0,294.3,
412277689,2026-06-02T23:49:47Z,10.23632,75.88486,16.900000000000002,296.8,
412277689,2026-06-03T00:09:47Z,10.2766,75.79737,16.200000000000003,289.2,
412277689,2026-06-03T00:29:47Z,10.31688,75.70988,17.0,289.5,
412277689,2026-06-03T00:49:47Z,10.35716,75.62239,16.5,287.3,
412277689,2026-06-03T01:09:47Z,10.39744,75.5349,17.1,298.7,
412277689,2026-06-03T01:29:47Z,10.43771,75.44741,17.1,301.9,
412277689,2026-06-03T01:49:47Z,10.47799,75.35991,18.0,302.6,
412284987,2026-06-10T19:08:00Z,9.48802,75.6539,17.0,89.7,SLK-0011
412284987,2026-06-10T19:23:00Z,9.48501,75.72404,17.700000000000003,84.6,SLK-0011
412284987,2026-06-10T19:38:00Z,9.48536,75.80402,16.8,92.9,SLK-0011
412284987,2026-06-10T19:53:00Z,9.49227,75.87109,16.3,93.8,SLK-0011
412284987,2026-06-10T20:08:00Z,9.48813,75.94782,17.1,91.5,SLK-0011
412284987,2026-06-10T20:23:00Z,9.4962,76.01937,17.1,91.9,SLK-0011
412284987,2026-06-10T20:38:00Z,9.49224,76.08742,17.400000000000002,86.1,SLK-0011
412321234,2026-08-20T08:40:09Z,10.3812,75.36989,16.900000000000002,132.2,SLK-0095
412321234,2026-08-20T08:55:09Z,10.33266,75.4185,17.3,133.3,SLK-0095
412321234,2026-08-20T09:10:09Z,10.27697,75.47542,17.900000000000002,129.3,SLK-0095
412321234,2026-08-20T09:25:09Z,10.23035,75.52887,16.6,139.9,SLK-0095
412321234,2026-08-20T09:40:09Z,10.17874,75.57532,17.1,136.6,SLK-0095
412321234,2026-08-20T09:55:09Z,10.1281,75.63374,17.6,135.3,SLK-0095
412321234,2026-08-20T10:10:09Z,10.07252,75.68104,16.5,140.4,SLK-0095
412372395,2026-06-08T21:20:24Z,10.56479,76.18006,17.1,168.6,SLK-0078
412372395,2026-06-08T21:35:24Z,10.4964,76.18846,17.0,175.0,SLK-0078
412372395,2026-06-08T21:50:24Z,10.42355,76.19815,17.3,176.9,SLK-0078
412372395,2026-06-08T22:05:24Z,10.34935,76.21119,17.1,175.6,SLK-0078
412372395,2026-06-08T22:20:24Z,10.28312,76.22328,16.900000000000002,168.7,SLK-0078
412372395,2026-06-08T22:35:24Z,10.21367,76.2302,17.400000000000002,171.0,SLK-0078
412372395,2026-06-08T22:50:24Z,10.14104,76.24095,17.6,174.7,SLK-0078
412372395,2026-06-08T23:05:24Z,10.06813,76.25619,18.1,169.2,SLK-0078
412372395,2026-06-08T23:20:24Z,9.99168,76.26038,16.6,170.4,SLK-0078
412412203,2026-08-10T05:38:46Z,10.02412,75.60338,13.6,71.6,SLK-0103
412412203,2026-08-10T05:53:46Z,10.03661,75.65544,13.1,69.6,SLK-0103
412412203,2026-08-10T06:08:46Z,10.04911,75.70602,13.4,80.9,SLK-0103
412412203,2026-08-10T06:23:46Z,10.06601,75.76679,13.2,71.7,SLK-0103
412412203,2026-08-10T06:38:46Z,10.08083,75.82022,12.4,69.4,SLK-0103
412412203,2026-08-10T06:53:46Z,10.09529,75.87271,13.9,79.5,SLK-0103
412479695,2026-08-05T09:53:33Z,9.55338,76.36975,13.0,290.4,SLK-0092
412479695,2026-08-05T10:08:33Z,9.56874,76.31985,11.799999999999999,289.2,SLK-0092
412479695,2026-08-05T10:23:33Z,9.58763,76.27624,12.799999999999999,286.8,SLK-0092
412479695,2026-08-05T10:38:33Z,9.60708,76.22669,11.5,293.3,SLK-0092
412479695,2026-08-05T10:53:33Z,9.6282,76.1784,12.1,285.7,SLK-0092
412479695,2026-08-05T11:08:33Z,9.64728,76.12543,11.899999999999999,292.3,SLK-0092
412479695,2026-08-05T11:23:33Z,9.6644,76.07813,12.2,293.7,SLK-0092
412497677,2026-07-13T21:16:39Z,9.11802,75.96643,11.2,351.4,SLK-0108
412497677,2026-07-13T21:31:39Z,9.17206,75.95854,11.899999999999999,349.7,SLK-0108
412497677,2026-07-13T21:46:39Z,9.21248,75.94661,11.299999999999999,343.0,SLK-0108
412497677,2026-07-13T22:01:39Z,9.25571,75.93966,12.0,346.1,SLK-0108
412497677,2026-07-13T22:16:39Z,9.30481,75.93441,10.6,349.6,SLK-0108
412497677,2026-07-13T22:31:39Z,9.34622,75.92599,11.799999999999999,345.1,SLK-0108
412497677,2026-07-13T22:46:39Z,9.3997,75.91248,10.6,346.7,SLK-0108
412497677,2026-07-13T23:01:39Z,9.44599,75.90232,11.299999999999999,349.3,SLK-0108
412497677,2026-07-13T23:16:39Z,9.49207,75.8965,11.2,351.1,SLK-0108
412528168,2026-08-04T04:04:00Z,9.65274,75.74816,5.9,82.0,SLK-0021
412528168,2026-08-04T04:19:00Z,9.66078,75.77024,6.2,86.1,SLK-0021
412528168,2026-08-04T04:34:00Z,9.66319,75.79564,5.300000000000001,77.7,SLK-0021
412528168,2026-08-04T04:49:00Z,9.66755,75.82061,6.5,84.2,SLK-0021
412528168,2026-08-04T05:04:00Z,9.66467,75.8427,6.300000000000001,87.2,SLK-0021
412575692,2026-07-15T00:14:05Z,10.41072,76.09226,14.0,112.3,SLK-0036
